3.21829446,-8.28371625,-0.69437394,6.01921357,-6.68096284,6.13606652,-4.17602341,2.23087942,2.12726000,1.12481746
13.39311982,-14.45349253,3.63011285,0.35210218,-8.55906593,5.81263446,-1.77598402,1.91402378,0.87485758,-0.34311488
-3.20899469,-0.00546735,0.86866910,-3.24176735,4.40656775,-1.21118854,1.46317019,-0.57142700,0.27386771,2.79752612
-7.17664544,8.00021829,4.04001601,1.50606333,-2.49681450,-2.80593659,-2.96051878,-0.56134499,4.08026330,0.28070456
-6.43665259,-1.77523329,-2.65653240,-2.90058970,5.59229242,-0.47118949,-3.45587031,4.60412604,2.33741816,8.10594643
1.31451703,-3.47429728,4.80621653,1.22129013,-5.82351164,0.49484185,-3.45173604,2.86857594,2.61500864,1.46430737
-8.68320772,9.48488840,3.43550710,4.06271205,-3.15339122,-2.86263948,-4.66414730,0.53165496,3.09551310,1.24689077
-2.00144339,-1.06864887,2.18466638,9.60644951,-10.28370314,4.54226871,-6.95957784,0.63740707,5.37278301,0.14099638
-5.82687173,6.83837616,1.68091643,2.86565249,-2.16831032,-1.59748028,-4.53910526,1.39758587,1.97097858,1.61289937
-3.52761365,-4.10613696,-1.48044546,-4.67094645,8.13234043,0.95870942,4.36622123,-2.88094398,0.84240195,3.67219459
-3.78692231,0.70371113,1.01325867,11.00874658,-9.38609065,3.41252716,-6.88145306,2.28900701,3.11611532,0.25286888
-0.22177204,-0.56353917,1.00894157,0.68506312,-1.62092140,2.22459439,0.69120341,-3.54454255,2.89267540,-1.51307381
-1.08772952,-0.15575773,1.43282311,11.95512118,-11.65427694,5.48248556,-6.40435262,-0.40022688,4.03158604,-1.96507942
-1.25059819,-7.77325088,3.12227798,-5.51578184,6.08288286,0.29568854,8.93572839,-5.74876555,1.63526935,0.67895712
-5.39428419,6.51613797,1.58247610,2.90394933,-2.30891633,-0.87197912,-3.89036906,0.05851042,2.53172533,0.89913002
-1.03248027,-6.40342941,-2.72540625,-0.53327091,0.02836899,2.10808565,-7.45033426,8.67204709,2.20703935,7.82234428
0.93451533,-5.56694568,5.80838723,0.93601136,-3.93397493,-1.27643304,1.11061601,2.43186463,-0.12490329,0.26048878
-5.08622473,1.25644310,-0.05519827,1.05274747,-1.12587150,2.75746498,-3.45615932,-2.33457960,7.02898796,2.26814262
0.20153554,-4.54287918,0.90785867,-1.01762830,1.90899958,2.04352660,5.22283294,-4.77508024,0.74509787,-1.16316671
-4.31422424,0.20243543,-1.99508181,2.24152749,0.04748188,1.51582415,-4.97453805,3.06625694,2.01650719,4.45569448
-7.91359009,-1.16772741,2.07506321,-5.10531283,8.65947569,-3.29958837,4.93472988,-1.51006509,0.59034062,4.46108173
12.52797134,-14.27733029,2.26372938,2.39007960,-9.65022830,6.74435816,-3.19922104,2.68659398,1.64493525,-0.22227844
-3.77596753,-1.21996274,-0.16829927,-1.23110672,2.60871445,-0.14001939,-0.45421710,1.14471315,1.42687203,3.32399497
-7.45049027,8.07175263,4.22103357,1.67995222,-2.68849966,-3.32267240,-3.54517048,0.60872809,3.67861686,0.76409659
0.87927180,-3.78349546,1.72743948,2.69410959,-4.26999644,1.99802369,-1.20933669,0.61736427,2.03261064,-0.06611405
2.67075283,-2.31015015,8.56972189,6.94869179,-13.07339030,4.24865559,-0.69555091,-6.42320286,6.88071876,-6.04569813
-4.82231325,-1.48902107,-2.59765159,0.44633689,3.45794563,0.97366859,-1.06402777,1.18459169,1.46448004,4.19359310
0.60630312,-3.68237727,2.04522871,13.85185868,-15.14294058,7.05159270,-9.16208928,2.85412882,5.29901083,-1.14200775
3.48418145,-4.39001266,6.32550324,5.85632945,-12.48889111,0.45872675,-8.10843334,7.82223577,2.60846509,1.60321202
-4.45491848,1.31909967,0.65886411,-0.08894727,-0.15873923,-1.08132184,-3.37773673,3.04159168,2.83525114,3.37339722
-5.39787493,1.19842354,1.48202159,5.35219382,-1.93511629,0.62890071,-0.99457086,-0.69922341,1.10551559,0.68080238
-5.33471373,5.24698703,4.66183668,5.14940052,-8.03480929,-0.39194521,-6.44159037,0.59268859,6.23013141,0.09950462
1.78293960,-7.54292049,2.88580889,-2.40889630,2.76600976,1.72760611,8.48211586,-5.71000462,-0.58430702,-1.80247320
-4.96068365,0.31141660,-1.50130637,2.29706222,-0.96375806,0.36187435,-7.37076412,6.65133576,1.98472287,6.06442031
6.39546330,-9.92340130,3.36290465,1.53103621,-6.73784427,5.68370530,-0.01820118,-2.92276303,4.79657166,-1.18031567
0.12167873,-1.48660678,-1.44578143,3.17676394,-2.04806496,4.15865443,-1.93258294,-1.64229392,1.86637228,-0.15916689
